,country,incomes,year,age
1244,Montenegro,3480.0,2015,60 years or over
1245,Montenegro,3060.0,2015,Less than 65 years
1246,Montenegro,,2015,From 65 to 74 years
1247,Montenegro,3480.0,2015,65 years or over
1248,Montenegro,3094.0,2015,Less than 75 years
1249,Montenegro,3570.0,2015,75 years or over
1250,European Union,16529.0,2016,Total
1251,European Union,16215.0,2016,Less than 6 years
1252,European Union,,2016,From 6 to 10 years
1253,European Union,15393.0,2016,From 6 to 11 years
1254,European Union,,2016,From 11 to 15 years
1255,European Union,14862.0,2016,From 12 to 17 years
1256,European Union,15621.0,2016,Less than 16 years
1257,European Union,15238.0,2016,From 16 to 24 years
1258,European Union,17140.0,2016,From 16 to 64 years
1259,European Union,16719.0,2016,16 years or over
1260,European Union,15496.0,2016,Less than 18 years
1261,European Union,15417.0,2016,From 18 to 24 years
1262,European Union,17247.0,2016,From 18 to 64 years
1263,European Union,16779.0,2016,18 years or over
1264,European Union,17185.0,2016,From 25 to 49 years
1265,European Union,17448.0,2016,From 25 to 54 years
1266,European Union,18163.0,2016,From 50 to 64 years
1267,European Union,17829.0,2016,From 55 to 64 years
1268,European Union,16752.0,2016,Less than 60 years
1269,European Union,15899.0,2016,60 years or over
1270,European Union,16804.0,2016,Less than 65 years
1271,European Union,,2016,From 65 to 74 years
1272,European Union,15558.0,2016,65 years or over
1273,European Union,16742.0,2016,Less than 75 years
1274,European Union,14901.0,2016,75 years or over
1275,European Union,15847.0,2016,Total
1276,European Union,15816.0,2016,Less than 6 years
1277,European Union,,2016,From 6 to 10 years
1278,European Union,14827.0,2016,From 6 to 11 years
1279,European Union,,2016,From 11 to 15 years
1280,European Union,14420.0,2016,From 12 to 17 years
1281,European Union,15148.0,2016,Less than 16 years
1282,European Union,14505.0,2016,From 16 to 24 years
1283,European Union,16341.0,2016,From 16 to 64 years
1284,European Union,15990.0,2016,16 years or over
1285,European Union,15019.0,2016,Less than 18 years
1286,European Union,14580.0,2016,From 18 to 24 years
1287,European Union,16430.0,2016,From 18 to 64 years
1288,European Union,16047.0,2016,18 years or over
1289,European Union,16294.0,2016,From 25 to 49 years
1290,European Union,16572.0,2016,From 25 to 54 years
1291,European Union,17440.0,2016,From 50 to 64 years
1292,European Union,17137.0,2016,From 55 to 64 years
1293,European Union,16043.0,2016,Less than 60 years
1294,European Union,15347.0,2016,60 years or over
1295,European Union,16095.0,2016,Less than 65 years
1296,European Union,,2016,From 65 to 74 years
1297,European Union,15045.0,2016,65 years or over
1298,European Union,16029.0,2016,Less than 75 years
1299,European Union,14567.0,2016,75 years or over
1300,European Union,16529.0,2016,Total
1301,European Union,16215.0,2016,Less than 6 years
1302,European Union,,2016,From 6 to 10 years
1303,European Union,15393.0,2016,From 6 to 11 years
1304,European Union,,2016,From 11 to 15 years
1305,European Union,14862.0,2016,From 12 to 17 years
1306,European Union,15621.0,2016,Less than 16 years
1307,European Union,15238.0,2016,From 16 to 24 years
1308,European Union,17140.0,2016,From 16 to 64 years
1309,European Union,16719.0,2016,16 years or over
1310,European Union,15496.0,2016,Less than 18 years
1311,European Union,15417.0,2016,From 18 to 24 years
1312,European Union,17247.0,2016,From 18 to 64 years
1313,European Union,16779.0,2016,18 years or over
1314,European Union,17185.0,2016,From 25 to 49 years
1315,European Union,17448.0,2016,From 25 to 54 years
1316,European Union,18163.0,2016,From 50 to 64 years
1317,European Union,17829.0,2016,From 55 to 64 years
1318,European Union,16752.0,2016,Less than 60 years
1319,European Union,15899.0,2016,60 years or over
1320,European Union,16804.0,2016,Less than 65 years
1321,European Union,,2016,From 65 to 74 years
1322,European Union,15558.0,2016,65 years or over
1323,European Union,16742.0,2016,Less than 75 years
1324,European Union,14901.0,2016,75 years or over
1325,European Union,16619.0,2016,Total
1326,European Union,16289.0,2016,Less than 6 years
1327,European Union,,2016,From 6 to 10 years
1328,European Union,15474.0,2016,From 6 to 11 years
1329,European Union,,2016,From 11 to 15 years
1330,European Union,14947.0,2016,From 12 to 17 years
1331,European Union,15701.0,2016,Less than 16 years
1332,European Union,15323.0,2016,From 16 to 24 years
1333,European Union,17234.0,2016,From 16 to 64 years
1334,European Union,16811.0,2016,16 years or over
1335,European Union,15576.0,2016,Less than 18 years
1336,European Union,15503.0,2016,From 18 to 24 years
1337,European Union,17341.0,2016,From 18 to 64 years
1338,European Union,16872.0,2016,18 years or over
1339,European Union,17275.0,2016,From 25 to 49 years
1340,European Union,17539.0,2016,From 25 to 54 years
1341,European Union,18269.0,2016,From 50 to 64 years
1342,European Union,17938.0,2016,From 55 to 64 years
1343,European Union,16841.0,2016,Less than 60 years
1344,European Union,15991.0,2016,60 years or over
1345,European Union,16895.0,2016,Less than 65 years
1346,European Union,,2016,From 65 to 74 years
1347,European Union,15646.0,2016,65 years or over
1348,European Union,16833.0,2016,Less than 75 years
1349,European Union,14984.0,2016,75 years or over
1350,European Union,,2016,Total
1351,European Union,,2016,Less than 6 years
1352,European Union,,2016,From 6 to 10 years
1353,European Union,,2016,From 6 to 11 years
1354,European Union,,2016,From 11 to 15 years
1355,European Union,,2016,From 12 to 17 years
1356,European Union,,2016,Less than 16 years
1357,European Union,,2016,From 16 to 24 years
1358,European Union,,2016,From 16 to 64 years
1359,European Union,,2016,16 years or over
1360,European Union,,2016,Less than 18 years
1361,European Union,,2016,From 18 to 24 years
1362,European Union,,2016,From 18 to 64 years
1363,European Union,,2016,18 years or over
1364,European Union,,2016,From 25 to 49 years
1365,European Union,,2016,From 25 to 54 years
1366,European Union,,2016,From 50 to 64 years
1367,European Union,,2016,From 55 to 64 years
1368,European Union,,2016,Less than 60 years
1369,European Union,,2016,60 years or over
1370,European Union,,2016,Less than 65 years
1371,European Union,,2016,From 65 to 74 years
1372,European Union,,2016,65 years or over
1373,European Union,,2016,Less than 75 years
1374,European Union,,2016,75 years or over
1375,Netherlands,22733.0,2016,Total
1376,Netherlands,23392.0,2016,Less than 6 years
1377,Netherlands,,2016,From 6 to 10 years
1378,Netherlands,22884.0,2016,From 6 to 11 years
1379,Netherlands,,2016,From 11 to 15 years
1380,Netherlands,21060.0,2016,From 12 to 17 years
1381,Netherlands,22766.0,2016,Less than 16 years
1382,Netherlands,20275.0,2016,From 16 to 24 years
1383,Netherlands,23782.0,2016,From 16 to 64 years
1384,Netherlands,22727.0,2016,16 years or over
1385,Netherlands,22404.0,2016,Less than 18 years
1386,Netherlands,20255.0,2016,From 18 to 24 years
1387,Netherlands,23974.0,2016,From 18 to 64 years
1388,Netherlands,22833.0,2016,18 years or over
1389,Netherlands,24408.0,2016,From 25 to 49 years
1390,Netherlands,24444.0,2016,From 25 to 54 years
1391,Netherlands,24876.0,2016,From 50 to 64 years
1392,Netherlands,25013.0,2016,From 55 to 64 years
1393,Netherlands,23527.0,2016,Less than 60 years
1394,Netherlands,20227.0,2016,60 years or over
1395,Netherlands,23537.0,2016,Less than 65 years
1396,Netherlands,,2016,From 65 to 74 years
1397,Netherlands,19401.0,2016,65 years or over
1398,Netherlands,23137.0,2016,Less than 75 years
1399,Netherlands,18328.0,2016,75 years or over
1400,Portugal,8782.0,2016,Total
1401,Portugal,8800.0,2016,Less than 6 years
1402,Portugal,,2016,From 6 to 10 years
1403,Portugal,8595.0,2016,From 6 to 11 years
1404,Portugal,,2016,From 11 to 15 years
1405,Portugal,7603.0,2016,From 12 to 17 years
1406,Portugal,8517.0,2016,Less than 16 years
1407,Portugal,7815.0,2016,From 16 to 24 years
1408,Portugal,9042.0,2016,From 16 to 64 years
1409,Portugal,8837.0,2016,16 years or over
1410,Portugal,8329.0,2016,Less than 18 years
1411,Portugal,7946.0,2016,From 18 to 24 years
1412,Portugal,9098.0,2016,From 18 to 64 years
1413,Portugal,8860.0,2016,18 years or over
1414,Portugal,9260.0,2016,From 25 to 49 years
1415,Portugal,9164.0,2016,From 25 to 54 years
1416,Portugal,9135.0,2016,From 50 to 64 years
1417,Portugal,9389.0,2016,From 55 to 64 years
1418,Portugal,8918.0,2016,Less than 60 years
1419,Portugal,8385.0,2016,60 years or over
1420,Portugal,8952.0,2016,Less than 65 years
1421,Portugal,,2016,From 65 to 74 years
1422,Portugal,8153.0,2016,65 years or over
1423,Portugal,8923.0,2016,Less than 75 years
1424,Portugal,7427.0,2016,75 years or over
1425,Norway,39573.0,2016,Total
1426,Norway,37475.0,2016,Less than 6 years
1427,Norway,,2016,From 6 to 10 years
1428,Norway,38442.0,2016,From 6 to 11 years
1429,Norway,,2016,From 11 to 15 years
1430,Norway,36420.0,2016,From 12 to 17 years
1431,Norway,37655.0,2016,Less than 16 years
1432,Norway,32058.0,2016,From 16 to 24 years
1433,Norway,41394.0,2016,From 16 to 64 years
1434,Norway,40116.0,2016,16 years or over
1435,Norway,37497.0,2016,Less than 18 years
1436,Norway,29847.0,2016,From 18 to 24 years
1437,Norway,41628.0,2016,From 18 to 64 years
1438,Norway,40227.0,2016,18 years or over
1439,Norway,40681.0,2016,From 25 to 49 years
1440,Norway,41612.0,2016,From 25 to 54 years
1441,Norway,47841.0,2016,From 50 to 64 years
1442,Norway,48699.0,2016,From 55 to 64 years
1443,Norway,39689.0,2016,Less than 60 years
1444,Norway,39149.0,2016,60 years or over
1445,Norway,40248.0,2016,Less than 65 years
1446,Norway,,2016,From 65 to 74 years
1447,Norway,36788.0,2016,65 years or over
1448,Norway,40271.0,2016,Less than 75 years
1449,Norway,31441.0,2016,75 years or over
1450,United Kingdom,21136.0,2016,Total
1451,United Kingdom,18573.0,2016,Less than 6 years
1452,United Kingdom,,2016,From 6 to 10 years
1453,United Kingdom,18792.0,2016,From 6 to 11 years
1454,United Kingdom,,2016,From 11 to 15 years
1455,United Kingdom,17890.0,2016,From 12 to 17 years
1456,United Kingdom,18535.0,2016,Less than 16 years
1457,United Kingdom,19539.0,2016,From 16 to 24 years
1458,United Kingdom,22618.0,2016,From 16 to 64 years
1459,United Kingdom,21745.0,2016,16 years or over
1460,United Kingdom,18465.0,2016,Less than 18 years
1461,United Kingdom,20137.0,2016,From 18 to 24 years
1462,United Kingdom,22850.0,2016,From 18 to 64 years
1463,United Kingdom,21828.0,2016,18 years or over
1464,United Kingdom,23339.0,2016,From 25 to 49 years
1465,United Kingdom,23468.0,2016,From 25 to 54 years
1466,United Kingdom,23480.0,2016,From 50 to 64 years
1467,United Kingdom,23206.0,2016,From 55 to 64 years
1468,United Kingdom,21435.0,2016,Less than 60 years
1469,United Kingdom,19918.0,2016,60 years or over
1470,United Kingdom,21557.0,2016,Less than 65 years
1471,United Kingdom,,2016,From 65 to 74 years
1472,United Kingdom,19163.0,2016,65 years or over
1473,United Kingdom,21521.0,2016,Less than 75 years
1474,United Kingdom,17398.0,2016,75 years or over
1475,Montenegro,3200.0,2016,Total
1476,Montenegro,3069.0,2016,Less than 6 years
1477,Montenegro,,2016,From 6 to 10 years
1478,Montenegro,2822.0,2016,From 6 to 11 years
1479,Montenegro,,2016,From 11 to 15 years
1480,Montenegro,2411.0,2016,From 12 to 17 years
1481,Montenegro,2739.0,2016,Less than 16 years
1482,Montenegro,2868.0,2016,From 16 to 24 years
1483,Montenegro,3318.0,2016,From 16 to 64 years
1484,Montenegro,3348.0,2016,16 years or over
1485,Montenegro,2683.0,2016,Less than 18 years
1486,Montenegro,3000.0,2016,From 18 to 24 years
1487,Montenegro,3352.0,2016,From 18 to 64 years
1488,Montenegro,3383.0,2016,18 years or over
1489,Montenegro,3395.0,2016,From 25 to 49 years
1490,Montenegro,3387.0,2016,From 25 to 54 years
1491,Montenegro,3514.0,2016,From 50 to 64 years
1492,Montenegro,3560.0,2016,From 55 to 64 years
1493,Montenegro,3143.0,2016,Less than 60 years
1494,Montenegro,3513.0,2016,60 years or over
1495,Montenegro,3169.0,2016,Less than 65 years
1496,Montenegro,,2016,From 65 to 74 years
1497,Montenegro,3480.0,2016,65 years or over
1498,Montenegro,3190.0,2016,Less than 75 years
1499,Montenegro,3640.0,2016,75 years or over
1500,European Union,16891.0,2017,Total
1501,European Union,16710.0,2017,Less than 6 years
1502,European Union,,2017,From 6 to 10 years
1503,European Union,15723.0,2017,From 6 to 11 years
1504,European Union,,2017,From 11 to 15 years
1505,European Union,15300.0,2017,From 12 to 17 years
1506,European Union,15938.0,2017,Less than 16 years
1507,European Union,15625.0,2017,From 16 to 24 years
1508,European Union,17565.0,2017,From 16 to 64 years
1509,European Union,17098.0,2017,16 years or over
1510,European Union,15874.0,2017,Less than 18 years
1511,European Union,15685.0,2017,From 18 to 24 years
1512,European Union,17649.0,2017,From 18 to 64 years
1513,European Union,17151.0,2017,18 years or over
1514,European Union,17488.0,2017,From 25 to 49 years
1515,European Union,17806.0,2017,From 25 to 54 years
1516,European Union,18752.0,2017,From 50 to 64 years
1517,European Union,18425.0,2017,From 55 to 64 years
1518,European Union,17177.0,2017,Less than 60 years
1519,European Union,16183.0,2017,60 years or over
1520,European Union,17212.0,2017,Less than 65 years
1521,European Union,,2017,From 65 to 74 years
1522,European Union,15832.0,2017,65 years or over
1523,European Union,17122.0,2017,Less than 75 years
1524,European Union,15226.0,2017,75 years or over
1525,European Union,16281.0,2017,Total
1526,European Union,16372.0,2017,Less than 6 years
1527,European Union,,2017,From 6 to 10 years
1528,European Union,15228.0,2017,From 6 to 11 years
1529,European Union,,2017,From 11 to 15 years
1530,European Union,14881.0,2017,From 12 to 17 years
1531,European Union,15530.0,2017,Less than 16 years
1532,European Union,14939.0,2017,From 16 to 24 years
1533,European Union,16842.0,2017,From 16 to 64 years
1534,European Union,16445.0,2017,16 years or over
1535,European Union,15462.0,2017,Less than 18 years
1536,European Union,14922.0,2017,From 18 to 24 years
1537,European Union,16916.0,2017,From 18 to 64 years
1538,European Union,16487.0,2017,18 years or over
1539,European Union,16710.0,2017,From 25 to 49 years
1540,European Union,17021.0,2017,From 25 to 54 years
1541,European Union,18094.0,2017,From 50 to 64 years
1542,European Union,17834.0,2017,From 55 to 64 years
1543,European Union,16536.0,2017,Less than 60 years
1544,European Union,15707.0,2017,60 years or over
1545,European Union,16579.0,2017,Less than 65 years
1546,European Union,,2017,From 65 to 74 years
1547,European Union,15391.0,2017,65 years or over
1548,European Union,16487.0,2017,Less than 75 years
1549,European Union,14895.0,2017,75 years or over
1550,European Union,16891.0,2017,Total
1551,European Union,16710.0,2017,Less than 6 years
1552,European Union,,2017,From 6 to 10 years
1553,European Union,15723.0,2017,From 6 to 11 years
1554,European Union,,2017,From 11 to 15 years
1555,European Union,15300.0,2017,From 12 to 17 years
1556,European Union,15938.0,2017,Less than 16 years
1557,European Union,15625.0,2017,From 16 to 24 years
1558,European Union,17565.0,2017,From 16 to 64 years
1559,European Union,17098.0,2017,16 years or over
1560,European Union,15874.0,2017,Less than 18 years
1561,European Union,15685.0,2017,From 18 to 24 years
1562,European Union,17649.0,2017,From 18 to 64 years
1563,European Union,17151.0,2017,18 years or over
1564,European Union,17488.0,2017,From 25 to 49 years
1565,European Union,17806.0,2017,From 25 to 54 years
1566,European Union,18752.0,2017,From 50 to 64 years
1567,European Union,18425.0,2017,From 55 to 64 years
1568,European Union,17177.0,2017,Less than 60 years
1569,European Union,16183.0,2017,60 years or over
1570,European Union,17212.0,2017,Less than 65 years
1571,European Union,,2017,From 65 to 74 years
1572,European Union,15832.0,2017,65 years or over
1573,European Union,17122.0,2017,Less than 75 years
1574,European Union,15226.0,2017,75 years or over
1575,European Union,16979.0,2017,Total
1576,European Union,16783.0,2017,Less than 6 years
1577,European Union,,2017,From 6 to 10 years
1578,European Union,15804.0,2017,From 6 to 11 years
1579,European Union,,2017,From 11 to 15 years
1580,European Union,15377.0,2017,From 12 to 17 years
1581,European Union,16015.0,2017,Less than 16 years
1582,European Union,15708.0,2017,From 16 to 24 years
1583,European Union,17657.0,2017,From 16 to 64 years
1584,European Union,17188.0,2017,16 years or over
1585,European Union,15951.0,2017,Less than 18 years
1586,European Union,15769.0,2017,From 18 to 24 years
1587,European Union,17741.0,2017,From 18 to 64 years
1588,European Union,17242.0,2017,18 years or over
1589,European Union,17574.0,2017,From 25 to 49 years
1590,European Union,17895.0,2017,From 25 to 54 years
1591,European Union,18858.0,2017,From 50 to 64 years
1592,European Union,18533.0,2017,From 55 to 64 years
1593,European Union,17264.0,2017,Less than 60 years
1594,European Union,16273.0,2017,60 years or over
1595,European Union,17300.0,2017,Less than 65 years
1596,European Union,,2017,From 65 to 74 years
1597,European Union,15919.0,2017,65 years or over
1598,European Union,17211.0,2017,Less than 75 years
1599,European Union,15310.0,2017,75 years or over
1600,European Union,,2017,Total
1601,European Union,,2017,Less than 6 years
1602,European Union,,2017,From 6 to 10 years
1603,European Union,,2017,From 6 to 11 years
1604,European Union,,2017,From 11 to 15 years
1605,European Union,,2017,From 12 to 17 years
1606,European Union,,2017,Less than 16 years
1607,European Union,,2017,From 16 to 24 years
1608,European Union,,2017,From 16 to 64 years
1609,European Union,,2017,16 years or over
1610,European Union,,2017,Less than 18 years
1611,European Union,,2017,From 18 to 24 years
1612,European Union,,2017,From 18 to 64 years
1613,European Union,,2017,18 years or over
1614,European Union,,2017,From 25 to 49 years
1615,European Union,,2017,From 25 to 54 years
1616,European Union,,2017,From 50 to 64 years
1617,European Union,,2017,From 55 to 64 years
1618,European Union,,2017,Less than 60 years
1619,European Union,,2017,60 years or over
1620,European Union,,2017,Less than 65 years
1621,European Union,,2017,From 65 to 74 years
1622,European Union,,2017,65 years or over
1623,European Union,,2017,Less than 75 years
1624,European Union,,2017,75 years or over
1625,Netherlands,23561.0,2017,Total
1626,Netherlands,25263.0,2017,Less than 6 years
1627,Netherlands,,2017,From 6 to 10 years
1628,Netherlands,24026.0,2017,From 6 to 11 years
1629,Netherlands,,2017,From 11 to 15 years
1630,Netherlands,21891.0,2017,From 12 to 17 years
1631,Netherlands,23893.0,2017,Less than 16 years
1632,Netherlands,20603.0,2017,From 16 to 24 years
1633,Netherlands,24854.0,2017,From 16 to 64 years
1634,Netherlands,23509.0,2017,16 years or over
1635,Netherlands,23532.0,2017,Less than 18 years
1636,Netherlands,20069.0,2017,From 18 to 24 years
1637,Netherlands,24991.0,2017,From 18 to 64 years
1638,Netherlands,23581.0,2017,18 years or over
1639,Netherlands,25816.0,2017,From 25 to 49 years
1640,Netherlands,25827.0,2017,From 25 to 54 years
1641,Netherlands,25814.0,2017,From 50 to 64 years
1642,Netherlands,25778.0,2017,From 55 to 64 years
1643,Netherlands,24616.0,2017,Less than 60 years
1644,Netherlands,20566.0,2017,60 years or over
1645,Netherlands,24616.0,2017,Less than 65 years
1646,Netherlands,,2017,From 65 to 74 years
1647,Netherlands,19834.0,2017,65 years or over
1648,Netherlands,24212.0,2017,Less than 75 years
1649,Netherlands,18509.0,2017,75 years or over
1650,Portugal,9071.0,2017,Total
1651,Portugal,9444.0,2017,Less than 6 years
1652,Portugal,,2017,From 6 to 10 years
1653,Portugal,8969.0,2017,From 6 to 11 years
1654,Portugal,,2017,From 11 to 15 years
1655,Portugal,7976.0,2017,From 12 to 17 years
1656,Portugal,8969.0,2017,Less than 16 years
1657,Portugal,8160.0,2017,From 16 to 24 years
1658,Portugal,9274.0,2017,From 16 to 64 years
1659,Portugal,9100.0,2017,16 years or over
1660,Portugal,8765.0,2017,Less than 18 years
1661,Portugal,8310.0,2017,From 18 to 24 years
1662,Portugal,9330.0,2017,From 18 to 64 years
1663,Portugal,9150.0,2017,18 years or over
1664,Portugal,9600.0,2017,From 25 to 49 years
1665,Portugal,9511.0,2017,From 25 to 54 years
1666,Portugal,9295.0,2017,From 50 to 64 years
1667,Portugal,9382.0,2017,From 55 to 64 years
1668,Portugal,9212.0,2017,Less than 60 years
1669,Portugal,8689.0,2017,60 years or over
1670,Portugal,9230.0,2017,Less than 65 years
1671,Portugal,,2017,From 65 to 74 years
1672,Portugal,8509.0,2017,65 years or over
1673,Portugal,9231.0,2017,Less than 75 years
1674,Portugal,7777.0,2017,75 years or over
1675,Norway,38471.0,2017,Total
1676,Norway,36418.0,2017,Less than 6 years
1677,Norway,,2017,From 6 to 10 years
1678,Norway,36901.0,2017,From 6 to 11 years
1679,Norway,,2017,From 11 to 15 years
1680,Norway,34904.0,2017,From 12 to 17 years
1681,Norway,36399.0,2017,Less than 16 years
1682,Norway,30331.0,2017,From 16 to 24 years
1683,Norway,40122.0,2017,From 16 to 64 years
1684,Norway,38918.0,2017,16 years or over
1685,Norway,36185.0,2017,Less than 18 years
1686,Norway,28941.0,2017,From 18 to 24 years
1687,Norway,40462.0,2017,From 18 to 64 years
1688,Norway,39118.0,2017,18 years or over
1689,Norway,39321.0,2017,From 25 to 49 years
1690,Norway,40018.0,2017,From 25 to 54 years
1691,Norway,47193.0,2017,From 50 to 64 years
1692,Norway,48617.0,2017,From 55 to 64 years
1693,Norway,38569.0,2017,Less than 60 years
1694,Norway,37933.0,2017,60 years or over
1695,Norway,39193.0,2017,Less than 65 years
1696,Norway,,2017,From 65 to 74 years
1697,Norway,35550.0,2017,65 years or over
1698,Norway,39193.0,2017,Less than 75 years
1699,Norway,30277.0,2017,75 years or over
1700,United Kingdom,20995.0,2017,Total
1701,United Kingdom,18723.0,2017,Less than 6 years
1702,United Kingdom,,2017,From 6 to 10 years
1703,United Kingdom,18565.0,2017,From 6 to 11 years
1704,United Kingdom,,2017,From 11 to 15 years
1705,United Kingdom,17840.0,2017,From 12 to 17 years
1706,United Kingdom,18347.0,2017,Less than 16 years
1707,United Kingdom,19732.0,2017,From 16 to 24 years
1708,United Kingdom,22517.0,2017,From 16 to 64 years
1709,United Kingdom,21603.0,2017,16 years or over
1710,United Kingdom,18307.0,2017,Less than 18 years
1711,United Kingdom,20244.0,2017,From 18 to 24 years
1712,United Kingdom,22692.0,2017,From 18 to 64 years
1713,United Kingdom,21758.0,2017,18 years or over
1714,United Kingdom,22881.0,2017,From 25 to 49 years
1715,United Kingdom,23281.0,2017,From 25 to 54 years
1716,United Kingdom,23478.0,2017,From 50 to 64 years
1717,United Kingdom,22672.0,2017,From 55 to 64 years
1718,United Kingdom,21387.0,2017,Less than 60 years
1719,United Kingdom,19598.0,2017,60 years or over
1720,United Kingdom,21412.0,2017,Less than 65 years
1721,United Kingdom,,2017,From 65 to 74 years
1722,United Kingdom,18969.0,2017,65 years or over
1723,United Kingdom,21349.0,2017,Less than 75 years
1724,United Kingdom,17708.0,2017,75 years or over
1725,Montenegro,3496.0,2017,Total
1726,Montenegro,3238.0,2017,Less than 6 years
1727,Montenegro,,2017,From 6 to 10 years
1728,Montenegro,3152.0,2017,From 6 to 11 years
1729,Montenegro,,2017,From 11 to 15 years
1730,Montenegro,2771.0,2017,From 12 to 17 years
1731,Montenegro,3083.0,2017,Less than 16 years
1732,Montenegro,3110.0,2017,From 16 to 24 years
1733,Montenegro,3600.0,2017,From 16 to 64 years
1734,Montenegro,3600.0,2017,16 years or over
1735,Montenegro,3013.0,2017,Less than 18 years
1736,Montenegro,3143.0,2017,From 18 to 24 years
1737,Montenegro,3611.0,2017,From 18 to 64 years
1738,Montenegro,3626.0,2017,18 years or over
1739,Montenegro,3667.0,2017,From 25 to 49 years
1740,Montenegro,3658.0,2017,From 25 to 54 years
1741,Montenegro,3716.0,2017,From 50 to 64 years
1742,Montenegro,3773.0,2017,From 55 to 64 years
1743,Montenegro,3417.0,2017,Less than 60 years
1744,Montenegro,3683.0,2017,60 years or over
1745,Montenegro,3444.0,2017,Less than 65 years
1746,Montenegro,,2017,From 65 to 74 years
1747,Montenegro,3660.0,2017,65 years or over
1748,Montenegro,3478.0,2017,Less than 75 years
1749,Montenegro,3660.0,2017,75 years or over
1750,European Union,17435.0,2018,Total
1751,European Union,17094.0,2018,Less than 6 years
1752,European Union,,2018,From 6 to 10 years
1753,European Union,16396.0,2018,From 6 to 11 years
1754,European Union,,2018,From 11 to 15 years
1755,European Union,15624.0,2018,From 12 to 17 years
1756,European Union,16447.0,2018,Less than 16 years
1757,European Union,16029.0,2018,From 16 to 24 years
1758,European Union,18138.0,2018,From 16 to 64 years
1759,European Union,17632.0,2018,16 years or over
1760,European Union,16354.0,2018,Less than 18 years
1761,European Union,16132.0,2018,From 18 to 24 years
1762,European Union,18240.0,2018,From 18 to 64 years
1763,European Union,17702.0,2018,18 years or over
1764,European Union,18123.0,2018,From 25 to 49 years
1765,European Union,18407.0,2018,From 25 to 54 years
1766,European Union,19258.0,2018,From 50 to 64 years
1767,European Union,19005.0,2018,From 55 to 64 years
1768,European Union,17730.0,2018,Less than 60 years
1769,European Union,16592.0,2018,60 years or over
1770,European Union,17798.0,2018,Less than 65 years
1771,European Union,,2018,From 65 to 74 years
1772,European Union,16209.0,2018,65 years or over
1773,European Union,17678.0,2018,Less than 75 years
1774,European Union,15602.0,2018,75 years or over
1775,European Union,16832.0,2018,Total
1776,European Union,16719.0,2018,Less than 6 years
1777,European Union,,2018,From 6 to 10 years
1778,European Union,15964.0,2018,From 6 to 11 years
1779,European Union,,2018,From 11 to 15 years
1780,European Union,15257.0,2018,From 12 to 17 years
1781,European Union,16040.0,2018,Less than 16 years
1782,European Union,15530.0,2018,From 16 to 24 years
1783,European Union,17431.0,2018,From 16 to 64 years
1784,European Union,16980.0,2018,16 years or over
1785,European Union,15945.0,2018,Less than 18 years
1786,European Union,15587.0,2018,From 18 to 24 years
1787,European Union,17521.0,2018,From 18 to 64 years
1788,European Union,17040.0,2018,18 years or over
1789,European Union,17271.0,2018,From 25 to 49 years
1790,European Union,17587.0,2018,From 25 to 54 years
1791,European Union,18650.0,2018,From 50 to 64 years
1792,European Union,18460.0,2018,From 55 to 64 years
1793,European Union,17074.0,2018,Less than 60 years
1794,European Union,16144.0,2018,60 years or over
1795,European Union,17158.0,2018,Less than 65 years
1796,European Union,,2018,From 65 to 74 years
1797,European Union,15769.0,2018,65 years or over
1798,European Union,17034.0,2018,Less than 75 years
1799,European Union,15375.0,2018,75 years or over
1800,European Union,17435.0,2018,Total
1801,European Union,17094.0,2018,Less than 6 years
1802,European Union,,2018,From 6 to 10 years
1803,European Union,16396.0,2018,From 6 to 11 years
1804,European Union,,2018,From 11 to 15 years
1805,European Union,15624.0,2018,From 12 to 17 years
1806,European Union,16447.0,2018,Less than 16 years
1807,European Union,16029.0,2018,From 16 to 24 years
1808,European Union,18138.0,2018,From 16 to 64 years
1809,European Union,17632.0,2018,16 years or over
1810,European Union,16354.0,2018,Less than 18 years
1811,European Union,16132.0,2018,From 18 to 24 years
1812,European Union,18240.0,2018,From 18 to 64 years
1813,European Union,17702.0,2018,18 years or over
1814,European Union,18123.0,2018,From 25 to 49 years
1815,European Union,18407.0,2018,From 25 to 54 years
1816,European Union,19258.0,2018,From 50 to 64 years
1817,European Union,19005.0,2018,From 55 to 64 years
1818,European Union,17730.0,2018,Less than 60 years
1819,European Union,16592.0,2018,60 years or over
1820,European Union,17798.0,2018,Less than 65 years
1821,European Union,,2018,From 65 to 74 years
1822,European Union,16209.0,2018,65 years or over
1823,European Union,17678.0,2018,Less than 75 years
1824,European Union,15602.0,2018,75 years or over
1825,European Union,17522.0,2018,Total
1826,European Union,17164.0,2018,Less than 6 years
1827,European Union,,2018,From 6 to 10 years
1828,European Union,16477.0,2018,From 6 to 11 years
1829,European Union,,2018,From 11 to 15 years
1830,European Union,15697.0,2018,From 12 to 17 years
1831,European Union,16522.0,2018,Less than 16 years
1832,European Union,16110.0,2018,From 16 to 24 years
1833,European Union,18229.0,2018,From 16 to 64 years
1834,European Union,17722.0,2018,16 years or over
1835,European Union,16429.0,2018,Less than 18 years
1836,European Union,16214.0,2018,From 18 to 24 years
1837,European Union,18331.0,2018,From 18 to 64 years
1838,European Union,17793.0,2018,18 years or over
1839,European Union,18208.0,2018,From 25 to 49 years
1840,European Union,18494.0,2018,From 25 to 54 years
1841,European Union,19363.0,2018,From 50 to 64 years
1842,European Union,19114.0,2018,From 55 to 64 years
